timestamp,location,sensor,value
2024-01-30T13:50:00.000Z,zone-d,pressure,997.4
2024-01-30T14:45:00.000Z,zone-c,pressure,1006.4
2024-01-30T15:01:00.000Z,zone-a,temperature,25.4
2024-01-30T16:50:00.000Z,zone-d,light,798.3
2024-01-30T17:35:00.000Z,zone-d,temperature,24.2
2024-01-30T17:41:00.000Z,zone-b,pressure,1005.6
2024-01-30T22:05:00.000Z,zone-a,pressure,1007.7
2024-01-30T22:09:00.000Z,zone-d,light,612.7
2024-01-30T23:33:00.000Z,zone-c,humidity,79.9
2024-01-31T01:31:00.000Z,zone-a,temperature,23.2
2024-01-31T02:33:00.000Z,zone-d,temperature,28.3
2024-01-31T05:15:00.000Z,zone-d,pressure,1010.1
2024-01-31T05:47:00.000Z,zone-a,light,825.9
2024-01-31T07:05:00.000Z,zone-c,light,548.6
2024-01-31T08:56:00.000Z,zone-c,temperature,21.8
2024-01-31T10:35:00.000Z,zone-c,pressure,1004.6
2024-01-31T12:02:00.000Z,zone-b,temperature,30.8
2024-01-31T12:13:00.000Z,zone-b,humidity,34.9
2024-01-31T13:33:00.000Z,zone-a,humidity,67.3
2024-01-31T14:10:00.000Z,zone-d,humidity,77.8
2024-01-31T15:59:00.000Z,zone-b,light,872.7
2024-01-31T17:37:00.000Z,zone-b,pressure,998.2
2024-01-31T19:14:00.000Z,zone-a,temperature,26.6
2024-01-31T19:33:00.000Z,zone-a,light,451.3
2024-01-31T21:11:00.000Z,zone-b,pressure,997.1
2024-02-01T00:10:00.000Z,zone-d,pressure,993.6
2024-02-01T00:20:00.000Z,zone-d,temperature,35
2024-02-01T04:44:00.000Z,zone-d,light,711.5
2024-02-01T06:40:00.000Z,zone-c,humidity,55.2
2024-02-01T07:09:00.000Z,zone-c,temperature,22.7
2024-02-01T07:10:00.000Z,zone-b,temperature,15.1
2024-02-01T12:22:00.000Z,zone-b,humidity,34.7
2024-02-01T12:48:00.000Z,zone-d,humidity,79.1
2024-02-01T13:54:00.000Z,zone-b,light,816.6
2024-02-01T15:34:00.000Z,zone-a,pressure,999.5
2024-02-01T16:47:00.000Z,zone-c,pressure,1015.7
2024-02-01T17:28:00.000Z,zone-c,light,692.6
2024-02-01T17:51:00.000Z,zone-a,humidity,67.7
2024-02-01T19:12:00.000Z,zone-c,pressure,990.6
2024-02-01T19:43:00.000Z,zone-d,light,710.4
2024-02-01T20:13:00.000Z,zone-b,pressure,1003.1
2024-02-01T22:10:00.000Z,zone-a,temperature,19.1
2024-02-01T22:16:00.000Z,zone-d,pressure,1007.8
2024-02-01T22:52:00.000Z,zone-d,humidity,54.3
2024-02-01T23:39:00.000Z,zone-b,humidity,54.2
2024-02-01T23:47:00.000Z,zone-b,light,242
2024-02-02T04:53:00.000Z,zone-c,light,291.6
2024-02-02T07:18:00.000Z,zone-c,humidity,46.4
2024-02-02T07:31:00.000Z,zone-c,temperature,18.6
2024-02-02T07:40:00.000Z,zone-a,humidity,46.2
2024-02-02T15:32:00.000Z,zone-a,light,784.5
2024-02-02T15:53:00.000Z,zone-d,temperature,29.2
2024-02-02T15:57:00.000Z,zone-b,temperature,31.6
2024-02-02T17:42:00.000Z,zone-a,pressure,1004.5
2024-02-02T21:22:00.000Z,zone-d,humidity,41
2024-02-02T22:30:00.000Z,zone-b,pressure,1015.6
2024-02-02T22:32:00.000Z,zone-d,pressure,1000
2024-02-03T00:13:00.000Z,zone-b,light,409.4
2024-02-03T03:22:00.000Z,zone-c,humidity,73.9
2024-02-03T04:14:00.000Z,zone-b,humidity,59.5
2024-02-03T06:11:00.000Z,zone-c,light,478.8
2024-02-03T06:42:00.000Z,zone-a,light,437.8
2024-02-03T07:39:00.000Z,zone-d,temperature,23.5
2024-02-03T09:04:00.000Z,zone-b,temperature,26.8
2024-02-03T11:46:00.000Z,zone-a,temperature,29.7
2024-02-03T14:05:00.000Z,zone-c,temperature,32.4
2024-02-03T14:31:00.000Z,zone-d,light,166.8
2024-02-03T14:56:00.000Z,zone-a,pressure,1007.3
2024-02-03T15:05:00.000Z,zone-c,pressure,1015.7
2024-02-03T15:49:00.000Z,zone-a,humidity,79.9
2024-02-03T19:00:00.000Z,zone-b,light,442
2024-02-03T19:14:00.000Z,zone-a,pressure,1002.6
2024-02-03T20:56:00.000Z,zone-d,pressure,997.9
2024-02-03T21:41:00.000Z,zone-d,light,669
2024-02-04T00:28:00.000Z,zone-a,light,738.6
2024-02-04T02:07:00.000Z,zone-c,humidity,65.6
2024-02-04T02:12:00.000Z,zone-d,humidity,47.7
2024-02-04T02:42:00.000Z,zone-c,light,869.2
2024-02-04T05:38:00.000Z,zone-c,pressure,1010.1
2024-02-04T06:35:00.000Z,zone-c,temperature,23.9
2024-02-04T07:13:00.000Z,zone-d,temperature,26.4
2024-02-04T11:31:00.000Z,zone-a,temperature,24.3
2024-02-04T11:57:00.000Z,zone-b,humidity,32.8
2024-02-04T16:00:00.000Z,zone-b,pressure,998.4
2024-02-04T16:33:00.000Z,zone-b,temperature,31.2
2024-02-04T16:52:00.000Z,zone-a,humidity,56
2024-02-04T19:19:00.000Z,zone-a,light,296.8
2024-02-04T19:50:00.000Z,zone-a,humidity,74.8
2024-02-04T21:15:00.000Z,zone-b,humidity,49.7
2024-02-04T22:59:00.000Z,zone-c,temperature,33.7
2024-02-04T23:33:00.000Z,zone-d,humidity,75.7
2024-02-04T23:45:00.000Z,zone-a,temperature,32.1
2024-02-05T00:01:00.000Z,zone-c,light,577.7
2024-02-05T01:19:00.000Z,zone-b,pressure,1001
2024-02-05T06:50:00.000Z,zone-b,light,823.4
2024-02-05T07:43:00.000Z,zone-b,temperature,18.8
2024-02-05T08:08:00.000Z,zone-d,light,332.8
2024-02-05T08:24:00.000Z,zone-c,humidity,74.9
2024-02-05T09:33:00.000Z,zone-c,pressure,1007.7
2024-02-05T12:39:00.000Z,zone-d,temperature,24
2024-02-05T14:59:00.000Z,zone-d,pressure,1000.8
2024-02-05T17:44:00.000Z,zone-a,pressure,1006.6
2024-02-05T18:48:00.000Z,zone-b,temperature,15.7
2024-02-05T20:02:00.000Z,zone-c,pressure,1000.7
2024-02-05T20:32:00.000Z,zone-d,temperature,34.5
2024-02-05T22:09:00.000Z,zone-b,light,709.3
2024-02-05T23:11:00.000Z,zone-a,temperature,19.3
2024-02-06T05:20:00.000Z,zone-c,humidity,72.1
2024-02-06T05:35:00.000Z,zone-c,light,860.9
2024-02-06T06:13:00.000Z,zone-c,temperature,26.3
2024-02-06T06:35:00.000Z,zone-a,pressure,1006.1
2024-02-06T13:01:00.000Z,zone-d,light,630.7
2024-02-06T13:27:00.000Z,zone-a,light,603
2024-02-06T13:47:00.000Z,zone-b,pressure,1003.1
2024-02-06T13:48:00.000Z,zone-b,humidity,76.2
2024-02-06T14:03:00.000Z,zone-d,humidity,41.7
2024-02-06T15:31:00.000Z,zone-a,humidity,66.9
2024-02-06T18:14:00.000Z,zone-d,pressure,1013
2024-02-06T18:36:00.000Z,zone-b,humidity,74.1
2024-02-06T23:08:00.000Z,zone-a,pressure,990.8
2024-02-07T04:50:00.000Z,zone-b,temperature,25.1
2024-02-07T05:58:00.000Z,zone-a,temperature,30.6
2024-02-07T06:24:00.000Z,zone-a,light,617.5
2024-02-07T07:01:00.000Z,zone-d,temperature,15.6
2024-02-07T07:18:00.000Z,zone-d,light,796.4
2024-02-07T09:31:00.000Z,zone-d,pressure,1012.6
2024-02-07T10:23:00.000Z,zone-c,light,515
2024-02-07T11:58:00.000Z,zone-c,humidity,54
2024-02-07T13:26:00.000Z,zone-c,temperature,32.6
2024-02-07T13:54:00.000Z,zone-b,pressure,1006.9
2024-02-07T14:56:00.000Z,zone-c,pressure,1009
2024-02-07T16:26:00.000Z,zone-a,humidity,40.2
2024-02-07T17:32:00.000Z,zone-d,humidity,49.3
2024-02-07T18:12:00.000Z,zone-b,light,136.2
2024-02-07T18:51:00.000Z,zone-d,pressure,1019
2024-02-07T19:29:00.000Z,zone-a,light,143.3
2024-02-07T22:50:00.000Z,zone-d,temperature,29.5
2024-02-07T23:46:00.000Z,zone-c,light,676.2
2024-02-08T02:42:00.000Z,zone-c,pressure,1006.8
2024-02-08T02:57:00.000Z,zone-c,humidity,53.2
2024-02-08T03:40:00.000Z,zone-d,light,525.1
2024-02-08T06:51:00.000Z,zone-b,pressure,1014.8
2024-02-08T10:23:00.000Z,zone-d,humidity,49.6
2024-02-08T11:02:00.000Z,zone-c,temperature,32.5
2024-02-08T12:13:00.000Z,zone-b,temperature,33.7
2024-02-08T15:47:00.000Z,zone-b,humidity,32.1
2024-02-08T16:21:00.000Z,zone-a,temperature,28.6
2024-02-08T16:47:00.000Z,zone-a,pressure,1001.8
2024-02-08T17:36:00.000Z,zone-a,humidity,38.1
2024-02-08T18:22:00.000Z,zone-b,light,267.6
2024-02-08T20:09:00.000Z,zone-b,light,797.6
2024-02-08T20:14:00.000Z,zone-a,pressure,992.6
2024-02-08T20:56:00.000Z,zone-c,humidity,72.9
2024-02-08T22:08:00.000Z,zone-d,temperature,21.3
2024-02-08T22:29:00.000Z,zone-a,humidity,52.9
2024-02-09T00:18:00.000Z,zone-c,light,826.8
2024-02-09T00:45:00.000Z,zone-b,humidity,39.8
2024-02-09T01:48:00.000Z,zone-c,temperature,30.5
2024-02-09T01:58:00.000Z,zone-a,temperature,15.7
2024-02-09T07:01:00.000Z,zone-d,pressure,1005.4
2024-02-09T07:36:00.000Z,zone-d,light,765.6
2024-02-09T10:46:00.000Z,zone-c,pressure,1009.6
2024-02-09T13:13:00.000Z,zone-a,light,739.7
2024-02-09T14:03:00.000Z,zone-d,humidity,60.2
2024-02-09T15:37:00.000Z,zone-b,pressure,996.8
2024-02-09T16:39:00.000Z,zone-b,temperature,26
2024-02-09T18:36:00.000Z,zone-b,temperature,34.9
2024-02-09T22:36:00.000Z,zone-d,humidity,34.7
2024-02-10T00:08:00.000Z,zone-d,light,612
2024-02-10T00:15:00.000Z,zone-c,humidity,44.2
2024-02-10T00:21:00.000Z,zone-d,temperature,20.2
2024-02-10T01:59:00.000Z,zone-d,pressure,997.8
2024-02-10T03:11:00.000Z,zone-a,temperature,28.9
2024-02-10T03:28:00.000Z,zone-c,light,482.5
2024-02-10T05:42:00.000Z,zone-c,pressure,1006.5
2024-02-10T06:31:00.000Z,zone-b,pressure,1015.9
2024-02-10T08:42:00.000Z,zone-b,light,849.2
2024-02-10T10:05:00.000Z,zone-a,humidity,44.1
2024-02-10T10:06:00.000Z,zone-b,humidity,48.4
2024-02-10T10:08:00.000Z,zone-a,light,516.1
2024-02-10T12:32:00.000Z,zone-a,pressure,991.9
2024-02-10T14:23:00.000Z,zone-c,temperature,21.7
2024-02-10T19:11:00.000Z,zone-a,temperature,30.4
2024-02-10T19:58:00.000Z,zone-b,humidity,33.9
2024-02-10T21:05:00.000Z,zone-c,light,811.6
2024-02-10T21:57:00.000Z,zone-c,humidity,50.4
2024-02-10T23:12:00.000Z,zone-c,temperature,17.8
2024-02-11T00:33:00.000Z,zone-b,temperature,22.4
2024-02-11T00:47:00.000Z,zone-b,pressure,1015.1
2024-02-11T08:43:00.000Z,zone-a,humidity,57.7
2024-02-11T10:32:00.000Z,zone-a,pressure,994.8
2024-02-11T12:52:00.000Z,zone-d,light,274.6
2024-02-11T13:58:00.000Z,zone-c,pressure,1001.9
2024-02-11T14:17:00.000Z,zone-d,temperature,26.8
2024-02-11T16:45:00.000Z,zone-a,light,530.8
2024-02-11T17:04:00.000Z,zone-b,light,818.1
2024-02-11T17:51:00.000Z,zone-d,pressure,1012.7
2024-02-11T18:13:00.000Z,zone-d,humidity,69
2024-02-11T19:54:00.000Z,zone-a,humidity,68.6
2024-02-11T20:28:00.000Z,zone-a,temperature,33
2024-02-11T21:00:00.000Z,zone-c,temperature,30.6
2024-02-11T21:33:00.000Z,zone-c,pressure,995.9
2024-02-11T21:43:00.000Z,zone-b,humidity,68.4
2024-02-11T22:10:00.000Z,zone-d,humidity,64.2
2024-02-11T23:14:00.000Z,zone-d,pressure,1008.4
2024-02-11T23:29:00.000Z,zone-d,light,879.9
2024-02-12T00:24:00.000Z,zone-d,temperature,15.7
2024-02-12T08:57:00.000Z,zone-a,light,358.1
2024-02-12T09:02:00.000Z,zone-b,pressure,1008.6
2024-02-12T09:33:00.000Z,zone-b,temperature,26.6
2024-02-12T14:04:00.000Z,zone-b,light,305.9
2024-02-12T14:04:00.000Z,zone-c,light,742.6
2024-02-12T16:00:00.000Z,zone-a,pressure,1009.4
2024-02-12T17:26:00.000Z,zone-c,humidity,56.7
2024-02-12T19:26:00.000Z,zone-c,pressure,1009.4
2024-02-12T22:19:00.000Z,zone-b,light,408.4
2024-02-13T00:52:00.000Z,zone-c,light,603.6
2024-02-13T00:54:00.000Z,zone-c,temperature,28.2
2024-02-13T01:00:00.000Z,zone-a,humidity,32.4
2024-02-13T01:21:00.000Z,zone-b,humidity,40.7
2024-02-13T03:16:00.000Z,zone-d,pressure,1015.7
2024-02-13T03:18:00.000Z,zone-c,humidity,68.8
2024-02-13T04:05:00.000Z,zone-d,humidity,45.3
2024-02-13T04:07:00.000Z,zone-b,temperature,19.3
2024-02-13T06:12:00.000Z,zone-a,temperature,18.4
2024-02-13T10:10:00.000Z,zone-b,pressure,1001.8
2024-02-13T11:36:00.000Z,zone-d,temperature,34.7
2024-02-13T13:05:00.000Z,zone-a,pressure,1019.3
2024-02-13T13:47:00.000Z,zone-a,light,497.7
2024-02-13T18:20:00.000Z,zone-d,light,523.1
2024-02-13T18:45:00.000Z,zone-a,temperature,29.2
2024-02-13T20:02:00.000Z,zone-d,temperature,31.6
2024-02-13T22:12:00.000Z,zone-a,pressure,995.7
2024-02-13T22:20:00.000Z,zone-d,pressure,1015.8
2024-02-13T23:51:00.000Z,zone-b,light,538.8
2024-02-14T02:04:00.000Z,zone-c,humidity,56.9
2024-02-14T03:49:00.000Z,zone-b,pressure,1011.3
2024-02-14T05:21:00.000Z,zone-d,humidity,49.3
2024-02-14T07:58:00.000Z,zone-c,light,368.8
2024-02-14T09:33:00.000Z,zone-a,humidity,49.3
2024-02-14T11:03:00.000Z,zone-c,temperature,25.5
2024-02-14T13:25:00.000Z,zone-a,light,650.7
2024-02-14T13:31:00.000Z,zone-c,pressure,1001.2
2024-02-14T14:23:00.000Z,zone-b,humidity,54.1
2024-02-14T18:06:00.000Z,zone-d,light,830.9
2024-02-14T18:08:00.000Z,zone-b,temperature,24.9
2024-02-14T19:02:00.000Z,zone-c,light,656.3
2024-02-14T20:02:00.000Z,zone-d,pressure,1014.2
2024-02-14T20:40:00.000Z,zone-b,humidity,64.9
2024-02-14T23:44:00.000Z,zone-a,humidity,42.5
2024-02-15T00:27:00.000Z,zone-a,temperature,27.4
2024-02-15T00:47:00.000Z,zone-c,humidity,50.6
2024-02-15T03:55:00.000Z,zone-b,pressure,998
2024-02-15T04:01:00.000Z,zone-a,light,523.7
2024-02-15T07:10:00.000Z,zone-a,pressure,995
2024-02-15T07:18:00.000Z,zone-b,temperature,21.4
2024-02-15T08:28:00.000Z,zone-c,temperature,34.5
2024-02-15T08:32:00.000Z,zone-d,light,122.1
2024-02-15T11:09:00.000Z,zone-b,light,630.4
2024-02-15T14:14:00.000Z,zone-d,temperature,23.6
2024-02-15T16:46:00.000Z,zone-d,humidity,50.2
2024-02-15T16:50:00.000Z,zone-c,pressure,1009.3
2024-02-15T19:33:00.000Z,zone-b,humidity,52
2024-02-15T21:07:00.000Z,zone-a,pressure,996.7
2024-02-15T21:10:00.000Z,zone-c,humidity,57.8
2024-02-15T21:35:00.000Z,zone-c,pressure,1012.9
2024-02-15T23:52:00.000Z,zone-d,temperature,33.1
2024-02-16T03:10:00.000Z,zone-c,light,619
2024-02-16T03:47:00.000Z,zone-b,light,712
2024-02-16T04:32:00.000Z,zone-d,light,829.9
2024-02-16T05:05:00.000Z,zone-a,humidity,35
2024-02-16T05:51:00.000Z,zone-d,pressure,1010
2024-02-16T06:02:00.000Z,zone-b,temperature,34.3
2024-02-16T08:06:00.000Z,zone-c,temperature,16.3
2024-02-16T15:29:00.000Z,zone-d,humidity,35.3
2024-02-16T15:33:00.000Z,zone-a,light,781.3
2024-02-16T17:03:00.000Z,zone-b,pressure,1000.5
2024-02-16T18:03:00.000Z,zone-a,temperature,34.9
2024-02-16T19:16:00.000Z,zone-b,humidity,49.2
2024-02-16T23:00:00.000Z,zone-b,light,767.4
2024-02-16T23:36:00.000Z,zone-d,humidity,67.1
2024-02-17T03:04:00.000Z,zone-b,temperature,31.8
2024-02-17T03:05:00.000Z,zone-c,pressure,1012.5
2024-02-17T03:10:00.000Z,zone-d,temperature,31.2
2024-02-17T03:33:00.000Z,zone-b,pressure,1016.1
2024-02-17T03:49:00.000Z,zone-a,temperature,28
2024-02-17T04:44:00.000Z,zone-a,light,489
2024-02-17T05:57:00.000Z,zone-c,temperature,23.7
2024-02-17T06:46:00.000Z,zone-d,pressure,1009.8
2024-02-17T08:05:00.000Z,zone-a,pressure,1018.6
2024-02-17T10:56:00.000Z,zone-c,humidity,41.6
2024-02-17T11:43:00.000Z,zone-d,light,872.6
2024-02-17T13:13:00.000Z,zone-c,light,779.4
2024-02-17T14:26:00.000Z,zone-a,humidity,75
2024-02-17T19:40:00.000Z,zone-a,pressure,994.6
2024-02-17T20:19:00.000Z,zone-d,light,897
2024-02-17T20:28:00.000Z,zone-c,pressure,1017.7
2024-02-17T21:10:00.000Z,zone-c,humidity,58.2
2024-02-18T01:11:00.000Z,zone-a,temperature,32.1
2024-02-18T03:37:00.000Z,zone-a,humidity,54.6
2024-02-18T04:50:00.000Z,zone-a,light,500.6
2024-02-18T04:59:00.000Z,zone-b,light,413.1
2024-02-18T07:52:00.000Z,zone-d,humidity,44.4
2024-02-18T08:22:00.000Z,zone-b,humidity,68.2
2024-02-18T08:31:00.000Z,zone-c,temperature,27.5
2024-02-18T09:22:00.000Z,zone-b,pressure,997.7
2024-02-18T10:12:00.000Z,zone-c,light,301.7
2024-02-18T11:55:00.000Z,zone-d,temperature,31.5
2024-02-18T12:10:00.000Z,zone-d,pressure,1006.9
2024-02-18T15:36:00.000Z,zone-b,temperature,31.3
2024-02-18T21:32:00.000Z,zone-d,pressure,993.8
2024-02-18T21:53:00.000Z,zone-d,light,774.9
2024-02-18T23:16:00.000Z,zone-a,light,349.3
2024-02-18T23:42:00.000Z,zone-d,humidity,35
2024-02-18T23:43:00.000Z,zone-c,pressure,1016
2024-02-19T00:39:00.000Z,zone-a,pressure,1010.6
2024-02-19T00:41:00.000Z,zone-a,temperature,28.5
2024-02-19T02:16:00.000Z,zone-b,humidity,59.9
2024-02-19T02:38:00.000Z,zone-c,temperature,32.4
2024-02-19T05:37:00.000Z,zone-b,temperature,18
2024-02-19T08:35:00.000Z,zone-b,light,701.6
2024-02-19T09:13:00.000Z,zone-d,temperature,17.6
2024-02-19T12:27:00.000Z,zone-c,light,181.3
2024-02-19T13:49:00.000Z,zone-c,humidity,71.5
2024-02-19T17:53:00.000Z,zone-b,pressure,1016.6
2024-02-19T18:09:00.000Z,zone-a,humidity,65.7
2024-02-19T18:52:00.000Z,zone-d,pressure,999.2
2024-02-19T19:19:00.000Z,zone-d,light,779.1
2024-02-19T20:37:00.000Z,zone-d,humidity,31.3
2024-02-19T21:18:00.000Z,zone-b,temperature,25.4
2024-02-19T21:44:00.000Z,zone-a,pressure,990.9
2024-02-19T23:11:00.000Z,zone-c,humidity,65.5
2024-02-20T01:56:00.000Z,zone-b,humidity,65
2024-02-20T02:29:00.000Z,zone-a,humidity,53.4
2024-02-20T03:56:00.000Z,zone-c,light,176.7
2024-02-20T04:47:00.000Z,zone-a,temperature,31.9
2024-02-20T05:00:00.000Z,zone-d,temperature,24.8
2024-02-20T08:51:00.000Z,zone-a,light,307.3
2024-02-20T10:37:00.000Z,zone-c,temperature,23.2
2024-02-20T11:10:00.000Z,zone-c,pressure,990.8
2024-02-20T12:03:00.000Z,zone-b,light,584.4
2024-02-20T13:18:00.000Z,zone-b,pressure,1017.2
2024-02-20T23:36:00.000Z,zone-c,light,619.9
2024-02-21T00:38:00.000Z,zone-a,humidity,67
2024-02-21T01:40:00.000Z,zone-c,pressure,1002.6
2024-02-21T03:14:00.000Z,zone-c,temperature,16.6
2024-02-21T03:29:00.000Z,zone-b,humidity,74.6
2024-02-21T04:34:00.000Z,zone-d,light,322.4
2024-02-21T05:27:00.000Z,zone-b,pressure,991.8
2024-02-21T07:29:00.000Z,zone-c,humidity,34.7
2024-02-21T10:47:00.000Z,zone-a,temperature,27.6
2024-02-21T13:04:00.000Z,zone-d,pressure,991.3
2024-02-21T13:40:00.000Z,zone-d,temperature,26.4
2024-02-21T15:09:00.000Z,zone-a,pressure,1004.8
2024-02-21T16:23:00.000Z,zone-b,temperature,28.1
2024-02-21T17:24:00.000Z,zone-b,light,267
2024-02-21T17:26:00.000Z,zone-a,light,737.5
2024-02-21T17:53:00.000Z,zone-d,humidity,50.9
2024-02-21T18:30:00.000Z,zone-b,temperature,18.4
2024-02-21T20:37:00.000Z,zone-d,pressure,997.4
2024-02-21T20:48:00.000Z,zone-c,temperature,16.3
2024-02-22T01:59:00.000Z,zone-c,light,603.9
2024-02-22T02:16:00.000Z,zone-a,humidity,56
2024-02-22T04:29:00.000Z,zone-a,light,870.9
2024-02-22T04:59:00.000Z,zone-d,temperature,29.8
2024-02-22T05:04:00.000Z,zone-b,light,601.5
2024-02-22T05:15:00.000Z,zone-c,pressure,1014.6
2024-02-22T05:29:00.000Z,zone-b,pressure,1015.3
2024-02-22T08:33:00.000Z,zone-d,light,841
2024-02-22T12:05:00.000Z,zone-b,humidity,52.4
2024-02-22T12:20:00.000Z,zone-a,temperature,21.7
2024-02-22T14:55:00.000Z,zone-c,humidity,49.4
2024-02-22T15:34:00.000Z,zone-d,humidity,32.4
2024-02-22T17:36:00.000Z,zone-a,pressure,1004.5
2024-02-22T19:19:00.000Z,zone-b,temperature,24.7
2024-02-22T20:28:00.000Z,zone-b,light,628.6
2024-02-23T00:30:00.000Z,zone-c,pressure,1004.9
2024-02-23T03:27:00.000Z,zone-d,light,844.1
2024-02-23T03:32:00.000Z,zone-d,humidity,40.3
2024-02-23T04:21:00.000Z,zone-a,temperature,15.6
2024-02-23T05:15:00.000Z,zone-a,pressure,1012.1
2024-02-23T05:59:00.000Z,zone-d,pressure,1009.3
2024-02-23T08:19:00.000Z,zone-b,pressure,1018.7
2024-02-23T09:57:00.000Z,zone-c,temperature,23
2024-02-23T10:02:00.000Z,zone-d,temperature,24.3
2024-02-23T11:32:00.000Z,zone-c,light,107.1
2024-02-23T11:40:00.000Z,zone-a,humidity,56.6
2024-02-23T13:27:00.000Z,zone-a,light,317.3
2024-02-23T14:20:00.000Z,zone-c,humidity,57.7
2024-02-23T15:02:00.000Z,zone-b,humidity,37.3
2024-02-23T18:51:00.000Z,zone-c,light,511.6
2024-02-23T21:51:00.000Z,zone-c,temperature,30.8
2024-02-23T22:05:00.000Z,zone-a,humidity,43.2
2024-02-23T23:13:00.000Z,zone-b,pressure,1010.8
2024-02-24T00:08:00.000Z,zone-d,temperature,32.6
2024-02-24T01:15:00.000Z,zone-d,humidity,58.8
2024-02-24T02:35:00.000Z,zone-c,humidity,54.5
2024-02-24T05:56:00.000Z,zone-c,pressure,991.9
2024-02-24T07:05:00.000Z,zone-a,light,597.9
2024-02-24T08:16:00.000Z,zone-a,temperature,15.1
2024-02-24T11:57:00.000Z,zone-d,light,855.9
2024-02-24T13:34:00.000Z,zone-a,pressure,1016.4
2024-02-24T16:08:00.000Z,zone-b,light,388.5
2024-02-24T17:04:00.000Z,zone-b,temperature,17.4
2024-02-24T17:27:00.000Z,zone-b,humidity,38.3
2024-02-24T18:14:00.000Z,zone-d,pressure,1004.5
2024-02-24T19:35:00.000Z,zone-d,light,583.6
2024-02-24T20:20:00.000Z,zone-d,pressure,1002.2
2024-02-24T21:27:00.000Z,zone-c,light,337.2
2024-02-24T23:47:00.000Z,zone-b,pressure,1003.8
2024-02-25T02:20:00.000Z,zone-c,humidity,33.4
2024-02-25T02:42:00.000Z,zone-a,temperature,28.1
2024-02-25T06:16:00.000Z,zone-b,light,332.2
2024-02-25T06:43:00.000Z,zone-d,temperature,18.6
2024-02-25T07:26:00.000Z,zone-d,humidity,48.1
2024-02-25T07:39:00.000Z,zone-c,pressure,1010.7
2024-02-25T07:51:00.000Z,zone-a,pressure,991.2
2024-02-25T08:40:00.000Z,zone-c,temperature,22.7
2024-02-25T11:02:00.000Z,zone-a,light,600.1
2024-02-25T11:12:00.000Z,zone-b,humidity,73.9
2024-02-25T15:49:00.000Z,zone-b,temperature,19.9
2024-02-25T16:32:00.000Z,zone-a,humidity,47.5
2024-02-25T20:04:00.000Z,zone-a,light,461.4
2024-02-25T21:21:00.000Z,zone-c,humidity,54.7
2024-02-25T22:25:00.000Z,zone-d,humidity,47.7
2024-02-25T23:11:00.000Z,zone-d,temperature,22.9
2024-02-26T00:17:00.000Z,zone-b,pressure,1010.1
2024-02-26T00:27:00.000Z,zone-d,light,809.1
2024-02-26T00:41:00.000Z,zone-c,temperature,24.6
2024-02-26T01:27:00.000Z,zone-b,humidity,69.9
2024-02-26T02:31:00.000Z,zone-a,temperature,30.1
2024-02-26T02:58:00.000Z,zone-b,light,534.6
2024-02-26T03:15:00.000Z,zone-a,pressure,1007.1
2024-02-26T05:30:00.000Z,zone-b,temperature,24
2024-02-26T06:20:00.000Z,zone-a,humidity,35.7
2024-02-26T07:42:00.000Z,zone-c,light,244.2
2024-02-26T09:04:00.000Z,zone-d,pressure,1018.5
2024-02-26T14:26:00.000Z,zone-c,pressure,1019.3
2024-02-26T21:29:00.000Z,zone-a,light,259.9
2024-02-26T21:30:00.000Z,zone-c,pressure,993.9
2024-02-26T23:02:00.000Z,zone-c,humidity,77.6
2024-02-26T23:20:00.000Z,zone-b,light,582.6
2024-02-26T23:45:00.000Z,zone-d,temperature,27.5
2024-02-27T02:56:00.000Z,zone-b,temperature,26.5
2024-02-27T03:37:00.000Z,zone-c,light,477.7
2024-02-27T04:46:00.000Z,zone-c,temperature,15.8
2024-02-27T05:13:00.000Z,zone-d,light,644.8
2024-02-27T06:14:00.000Z,zone-d,humidity,47
2024-02-27T07:20:00.000Z,zone-a,temperature,17.4
2024-02-27T10:08:00.000Z,zone-b,humidity,63.1
2024-02-27T11:48:00.000Z,zone-d,pressure,1007
2024-02-27T15:22:00.000Z,zone-b,pressure,1009.1
2024-02-27T17:40:00.000Z,zone-a,pressure,995.3
2024-02-27T17:43:00.000Z,zone-a,humidity,31.3
2024-02-27T19:00:00.000Z,zone-d,light,687.9
2024-02-27T19:54:00.000Z,zone-c,humidity,51
2024-02-27T22:01:00.000Z,zone-d,pressure,1001.9
2024-02-27T22:25:00.000Z,zone-b,humidity,58.1
2024-02-27T22:54:00.000Z,zone-c,pressure,995.1
2024-02-28T01:39:00.000Z,zone-c,light,107
2024-02-28T02:02:00.000Z,zone-c,temperature,20.6
2024-02-28T02:13:00.000Z,zone-b,light,769.9
2024-02-28T05:48:00.000Z,zone-a,humidity,39.3
2024-02-28T07:16:00.000Z,zone-d,temperature,23.9
2024-02-28T08:13:00.000Z,zone-d,humidity,73.4
2024-02-28T12:46:00.000Z,zone-a,pressure,993.7
2024-02-28T13:14:00.000Z,zone-b,temperature,22.3
2024-02-28T15:03:00.000Z,zone-a,temperature,17.8
2024-02-28T15:45:00.000Z,zone-a,light,832.2
2024-02-28T18:02:00.000Z,zone-b,pressure,1016.8
2024-02-28T19:32:00.000Z,zone-a,pressure,1011.3
2024-02-28T23:19:00.000Z,zone-d,pressure,1008
2024-02-29T02:42:00.000Z,zone-d,temperature,17.1
2024-02-29T02:59:00.000Z,zone-d,light,830.4
